typeClass,disorder,medicine,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,symptom8,symptom9,symptom10,symptom11,symptom12,symptom13,symptom14,symptom15,symptom16,symptom17,symptom18,symptom19,symptom20,symptom21,symptom22,symptom23,symptom24,symptom25,symptom26,symptom27,symptom28,symptom29,symptom30,symptom31,symptom32,symptom33,symptom34,symptom35,symptom36,symptom37,symptom38,symptom39,symptom40,symptom41,symptom42,symptom43,symptom44,symptom45,symptom46,symptom47,symptom48,symptom49,symptom50,symptom51,symptom52,symptom53,symptom54,symptom55,symptom56,symptom57,symptom58,symptom59,symptom60,symptom61,symptom62,symptom63,symptom64,symptom65,symptom66,symptom67,symptom68,symptom69,symptom70,symptom71,symptom72,symptom73,symptom74,symptom75,symptom76
For_severe_dehydration,_start_with_20_mL/kg_of_isotonic_intravenous_fluid.
Isotonic_glucose-containing_fluid_such_as_oral_rehydration_solution:
No_evidence_of_dehydration:_Replace_ongoing_gastrointestinal_(GI)_losses_at_10_mL/kg_of_body_weight_for_diarrhea_plus_2_mL/kg_of_body_weight_for_vomiting.
Mild_to_moderate_dehydration:_Administer_50-100_mL/kg_over_4_hours_as_well_as_fluid_to_replace_ongoing_losses.
Electrolyte_repletion:
Potassium_(oral_or_intravenous_depending_on_the_serum_level_and_ability_to_tolerate_oral_supplementation).
Magnesium_(oral_or_intravenous_depending_on_the_serum_level_and_ability_to_tolerate_oral_supplementation).
Consider_antimotility_agents:
Loperamide_4_mg_by_mouth_?_1_dose;_may_take_an_additional_2_mg_as_needed
Bismuth_subsalicylate_524_mg_by_mouth_?_1_dose
Consider_antiemetics_in_the_event_of_concomitant_nausea_and_vomiting._Choose_one_of_the_following:
Ondansetron_4_mg_intravenously,_by_mouth,_or_via_orally_dissolving_tablet_?_1_dose
Promethazine_12.5-25_mg_intravenously,_by_mouth,_or_per_rectum_?_1_dose
Prochlorperazine_5-10_mg_intravenously_or_by_mouth_?_1_dose
Haloperidol_5_mg_intravenously_(or_intramuscularly_or_by_mouth)_?_1_dose
Droperidol_0.625-1.25_mg_intravenously_or_intramuscularly
Scopolamine_transdermal_patch_applied_behind_the_ear
Consider_antibiotics_in_the_following_situations:
Travelers?_diarrhea_with_signs_of_dehydration,_more_than_8_stools/day,_symptom_duration_>1_week,_or_if_the_patient_is_immunocompromised_(choose_one_of_the_following):
Azithromycin:_1,000_mg_single_dose_or_500_mg_by_mouth_every_24_hours_for_3_days
Ciprofloxacin:_500_mg_by_mouth_every_12_hours_for_3-5_days
Moderate_to_high_suspicion_for_C._difficile
Stool_testing_can_be_performed_to_rule_out_Shiga_toxin-producing_E._coli_and_enterohemorrhagic_E._coli_before_starting_antibiotics_in_stable_patients._The_benefits_of_antibiotics_outweigh_the_risk_of_the_complication_of_hemolytic-uremic_syndrome_if_a_patient_is_severely_symptomatic.
Antibiotics_are_contraindicated_if_enterohemorrhagic_E._coli_is_suspected.",Physical_exam,Evaluate_for_signs_of_hypovolemia_or_hypoperfusion,such_as_dry_mucosal_membranes,cool_extremities,delayed_capillary_refill,decreased_urine_output,mental_status_changes,or_pallor_of_skin_or_conjunctiva._These_should_be_documented_for_all_patients_presenting_with_diarrhea,Presence_of_abdominal_pain_may_help_decipher_the_potential_differential_diagnosis._The_presence_of_guarding,rebound,or_rigidity_may_suggest_a_surgical_etiology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

73,Esophageal_Foreign_Body,"Early_consultation_with_a_gastroenterologist_is_recommended_for_retrieval_of_esophageal_foreign_bodies.
PEARLS
Up_to_90%_of_foreign_bodies_will_pass_on_their_own_without_intervention.
Most_foreign_bodies_that_pass_into_the_stomach_do_not_require_retrieval.
Patients_with_persistent_symptoms_should_have_endoscopy_performed.
For_pharmacological_agents,_consider_the_following:
For_partial_obstructions_without_evidence_of_significant_complications,_administer_glucagon_0.5-1_mg_intravenous_over_1-3_minutes._After_5-10_minutes,_a_repeat_dose_of_glucagon_1-2_mg_intravenous_can_be_administered_over_1-3_minutes.
This_treatment_can_be_followed_by_having_the_patient_drink_small_amounts_of_a_carbonated_beverage.
The_most_common_side_effect_of_glucagon_is_nausea_and_vomiting.
While_there_is_no_specific_literature_that_addresses_this_issue,_it_may_be_reasonable_to_administer_an_antiemetic_with_glucagon_administration.
Intravenous_glucagon_administration_should_not_delay_patients_going_to_the_operating_room_for_endoscopic_removal.
Sublingual_nitroglycerin_0.4_mg_has_been_described_in_case_reports_to_resolve_esophageal_food_impaction_in_adults.
Nifedipine_also_reduces_lower_esophageal_sphincter_tone,_but_has_an_added_risk_of_hypotension,_particularly_when_administered_sublingually,_and_limited_evidence_for_use.
Any_agents_used_should_be_administered_after_a_risk-benefit_discussion_with_the_patient.
Honey_can_be_given_at_regular_intervals_to_patients_with_button_battery_ingestion,_prior_to_coming_into_the_ED_and_attending_the_operating_room.
Honey_acts_by_neutralizing_the_tissue_pH,_which_helps_to_reduce_the_severity_of_tissue_damage_by_the_button_battery._The_above_study_on_honey_showed_similar_effects_for_carafate,_which_may_be_available_in_the_clinical_setting.",Diagnostic_tests,In_both_pediatric_and_adult_patients,the_history_and_physical_examination_alone_are_often_sufficient_to_make_the_diagnosis,PEARLS,Laboratory_tests_are_often_not_needed_or_necessary_in_the_setting_of_uncomplicated_foreign_body_ingestion,Anterior-posterior_(AP)_and_lateral_X-rays_of_the_neck,chest_X-ray_(CXR),and/or_abdominal_X-rays_may_be_helpful,although_many_foreign_bodies_cannot_be_visualized_on_plain_radiography,Two-view_plain_films_may_assist_in_determining_whether_a_foreign_body_is_located_in_the_airway_or_esophagus,X-rays_may_also_aid_in_the_visualization_of_pneumomediastinum_or_pneumoperitoneum,obstruction,or_other_swallowed_foreign_bodies,X-rays_can_also_be_helpful_in_identifying_button_batteries,as_a_?halo_sign?_can_be_seen_on_AP_films_and_a_?step-off?_can_be_seen_on_lateral_X-rays,Computed_tomography_(CT)_with_intravenous_contrast_can_be_considered_in_patients_with_suspicion_for_perforation_or_those_with_negative_X-rays,Some_foreign_bodies_may_be_difficult_to_identify_on_CT_after_prolonged_ingestion,as_water_absorption_by_the_material_leads_to_a_soft_tissue-like_appearance_on_CT,PITFALLS,Barium_swallow_studies_are_not_recommended_due_to_the_risks_of_aspiration_and_obscurement_of_visualization_during_EGD,Differential_diagnosis,Tracheal_foreign_body,Esophageal_spasm,Infectious_esophagitis,Pill_esophagitis,Reflux_esophagitis,Globus_pharyngeus_(globus_sensation),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

74,Esophageal_Rupture,"Patients_with_esophageal_rupture_should_be_considered_as_critically_ill_and_should_have_close_hemodynamic_monitoring.
Management_should_include:
pain_control
proton-pump_inhibitor_(PPI)_to_help_neutralize_the_acidic_environment_of_the_GI_tract.
Ex:_Pantoprazole_80_mg_as_an_intravenous_bolus_every_12_hours.
broad-spectrum_antibiotics_(see_below)
NPO_status_with_nutritional_support_(NG_tubes_should_be_placed_under_endoscopic_guidance_by_a_specialist_for_enteral_feeding).
drainage/debridement_of_fluid_collections_or_infected_tissues,_and
early_consultation_with_thoracic_surgery_for_operative_repair_and_infectious_diseases_for_antibiotic_guidance.
Empiric_antibiotic_therapy_should_cover_both_gram_positive_and_gram_negative_organisms,_including_MRSA_and_Pseudomonas.
A_reasonable_initial_regimen_is_vancomycin_as_a_loading_dose_of_25-30_mg/kg_intravenous_followed_by_15-20_mg/kg_intravenous_every_8_to_12_plus_piperacillin-tazobactam_3.375g_intravenous_every_6_hours.
Medical_management_is_advised_for_patients_with_an_absence_of_sepsis,_minimal_symptoms,_contained_leak_within_the_neck_or_mediastinum,_small_perforations,_and_no_evidence_of_neoplasm.
Surgery_is_necessary_in_patients_who_clinically_deteriorate,_develop_diffuse_contrast_extravasation,_have_extension_of_perforation,_demonstrate_sepsis,_have_a_fluid_collection_that_can_be_drained,_or_develop_an_empyema.
Chest_tubes_can_be_placed_for_management_of_pleural_effusions_and_pneumothoraces_while_operative_management_is_being_planned.
Endoscopic_therapy_can_be_considered_in_patients_who_would_not_tolerate_surgery_and_have_extensive_comorbidities.
Antibiotics
The_data_on_empiric_coverage_is_not_robust_and_there_is_no_consensus_on_the_type_or_duration_of_therapy_of_antibiotics.
It_is_reasonable_to_start_with_broad_coverage_(eg,_vancomycin_plus_piperacillin-tazobactam).
Initial_coverage_should_include_MRSA_and_pseudomonas_coverage.
Addition_of_an_aminoglycoside_may_be_considered_to_broaden_gram_negative_coverage.
Other_reasonable_empiric_regimens_include_meropenem_plus_vancomycin_or_cefepime_plus_metronidazole_plus_vancomycin._Patients_with_increased_risk_of_fungal_infection_may_include_those_with_immunocompromised_states,_history_of_esophageal_lesions_or_infections,_or_prolonged_PPI_use.
Consultation_with_an_infectious_disease_specialist_will_be_helpful_in_delineating_the_appropriate_antibiotic_regimen_and_the_need_for_fungal_coverage.",Physical_exam,Vital_sign_abnormalities_may_reflect_hemodynamic_instability_from_sepsis_(septic_shock)_and_include_tachycardia_and_hypotension,Hypoxia_may_result_of_complications_(eg,pneumothorax,pleural_effusion,ARDS_from_sepsis_or_aspiration),Palpate_for_crepitus_on_the_chest_wall,Crepitus_is_present_in_less_than_60%_of_patients,Listen_for:,Hamman_sign_(simultaneous_crunching_sound_with_heartbeat_auscultated_over_the_precordium,especially_in_the_left_lateral_decubitus_position),Decreased_or_absent_breath_sounds,"which_may_be_a_result_of_complications_such_as_pneumothorax_or_pleural_effusion_
Diagnostic_tests",Laboratory_Studies,The_following_laboratory_studies_are_indicated_when_the_diagnosis_of_esophageal_perforation_is_considered:,Complete_blood_count,Comprehensive_metabolic_panel,Type_and_screen,Lactate,Blood_cultures,Serum_pH,Pregnancy_test_in_women_of_childbearing_age,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

75,Hernias,"If_reducible_or_incarcerated_without_signs_of_strangulation:
Attempt_reduction
Provide_adequate_pain_control_and/or_sedation.
Position_the_patient_to_allow_gravity_to_assist:_supine_for_ventral_hernia_and_Trendelenburg_for_inguinal_hernias.
Place_a_cool_compress_or_ice_pack_over_the_hernia.
Palpate_to_identify_the_size_and_location_of_the_fascial_defect._Ultrasound_can_assist_in_difficult_cases.
Stabilize_the_edge_of_the_fascial_defect_and_guide_the_proximal_sac_contents_back_through_the_defect_with_gentle,_steady_pressure.
Successful_reduction_should_provide_pain_relief,_lack_of_palpable_mass,_and_a_palpable_hernia_ring.
Reduction_complications_include_reduction_of_necrotic_bowel,_bowel_injury,_and_incomplete_reduction.
If_you_are_unable_to_reduce_the_hernia,_do_not_attempt_multiple_times._Consult_Surgery_after_1_or_2_unsuccessful_attempts.
Re-evaluate_for_improvement_of_pain_after_reduction.
If_the_patient?s_pain_does_not_improve,_consider_reduction_en_masse_or_reduction_of_strangulated_or_gangrenous_bowel.
PITFALLS
Reduction_en_masse_occurs_when_a_loop_of_bowel_remains_in_the_hernia_sac_after_reduction,_causing_the_bowel_to_remain_incarcerated_intra-abdominally.
If_there_is_evidence_of_strangulation_(critical_appearance,_evidence_of_obstruction,_overlying_skin_change):
Consult_Surgery_for_urgent_operative_intervention.
Surgery_within_4-6_h_of_symptom_onset_can_prevent_bowel_loss_due_to_ischemia.
Resuscitate_with_IV_fluids_and_vasopressors,_as_needed.
Administer_pain_control.
Provide_broad-spectrum_antibiotics_to_cover_enteric_pathogens_(eg,_Escherichia_coli,_Enterococcus_spp.,_or_aerobic_organisms)._Regimens_can_include_the_following:
Piperacillin-tazobactam_3.375_g_IV_q6h*_(4.5_g_IV_q6h_for_Pseudomonas_risk)_or
Cefazolin_1-2_g_IV_q8h_plus_metronidazole_500_mg_IV_q8h_or
Cefepime_2_g_IV_q8h_plus_metronidazole_500_mg_IV_q8h_or
Ciprofloxacin_400_mg_IV_q12h_plus_metronidazole_500_mg_IV_q8h
The_choice_of_broad-spectrum_antibiotics_varies_depending_on_clinical_condition,_patient_risk_factors,_and_local_resistance_epidemiology.
*Consider_dose_adjustment_for_renal_impairment
Consult_surgery_if:
The_patient_has_a_femoral,_spigelian,_lumbar,_obturator,_sciatic,_perineal,_parastomal,_incisional,_traumatic,_or_internal_hernia_due_to_a_higher_risk_of_strangulation.
Signs_and_symptoms_of_bowel_obstruction_are_associated_with_a_hernia.
The_patient_has_a_traumatic_hernia.
The_patient_has_a_Richter_hernia,_because_strangulation_may_occur_without_obvious_evidence_of_incarceration_or_obstruction.
Undescended_testes_or_ovaries_are_present_within_the_hernia_sac.",Physical_Exam,nan,Physical_exam_findings_vary_upon_the_location_of_the_hernia._Patients_often_identify_a_bulge,most_commonly_in_the_groin,nan,PEARLS,nan,Examine_the_patient_while_he/she_is_standing,which_can_increase_intra-abdominal_pressure_and_is_preferable_to_a_supine_exam_when_possible,nan,Symptoms_may_include_signs_of_obstruction,abdominal_pain,thigh_pain,nausea,vomiting,constipation,and_mass_or_bulge_in_the_abdomen_or_groin,nan,Ultrasound_should_be_the_initial_imaging_modality_for_stable_patients._Ultrasound_allows_for_dynamic_imaging._Ask_the_patient_to_perform_a_Valsalva_maneuver_with_the_linear_probe_on_the_area_of_ultrasound_is_non-diagnostic_or_there_is_concern_for_a_hernia-related_complication_or_internal_hernia,CT_with_IV_contrast_with_or_without_oral_contrast_is_recommended,nan,Magnetic_resonance_imaging_may_also_be_useful_but_is_not_usually_performed_in_the_ED,nan,Signs_of_sepsis,tachycardia,fever,bowel_obstruction,bowel_ischemia,or_necrosis_require_immediate_surgical_consultation_and_operative_intervention,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

76,Mesenteric_Ischemia,"If_the_patient_is_in_shock,_resuscitate_with_IV_fluids_and_pressors_as_indicated.
If_the_patient_has_peritonitis:
Approach_to_suspected_acute_mesenteric_ischemia
Optimize_the_patient?s_hemodynamics.
Administer_broad-spectrum_antibiotics:
Piperacillin-tazobactam_4.5_g_IV_q8h_or
Ampicillin-sulbactam_3_g_IV_q6h_or
Imipenem-cilastatin_500_mg_IV_q6h
There_are_multiple_regimens_with_no_clear_superior_choice;_local_preference_is_acceptable._Dose_adjustments_for_renal_dysfunction_may_be_necessary.*
Anticoagulate_patients_with_mesenteric_vein_thrombosis_using_unfractionated_heparin_IV_bolus_of_80_units/kg_(max_5,000_units)_followed_by_continuous_infusion_at_18_units/kg/h_with_a_goal_activated_partial_thromboplastin_time_of_60-85_s_(1.5-2_times_control).
Obtain_an_immediate_surgical_consultation_if
Patient_has_peritonitis.
No_interventional_radiologist_is_readily_available,_and_mesenteric_artery_involvement_is_observed_on_computed_tomography_(CT).
Obtain_an_immediate_interventional_radiology_consultation.",Physical_exam,Patients_may_appear_well_early_in_the_disease,with_signs_of_systemic_illness_and_multiorgan_failure_later_in_the_course,Classically,patients_have_?pain_out_of_proportion_to_exam,?_where_they_complain_of_intense,severe_pain,but_lack_focal_tenderness_or_signs_of_peritonitis,Bloody_stools_or_hemoccult-positive_stools_are_typically_seen_later_in_the_illness,and_the_absence_of_this_finding_should_not_be_reassuring,As_the_ischemia_progresses,the_abdomen_will_become_distended_with_diffuse_tenderness_and_frank_peritonitis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

77,Pancreatitis,"Ringer_lactate_is_the_intravenous_crystalloid_fluid_of_choice.
In_patients_who_are_not_hypovolemic,_an_intravenous_fluid_bolus_is_not_recommended.
Correct_hypovolemia_without_causing_overhydration.
Volume_status_should_be_reassessed_at_12,_24,_48,_and_72_hours,_if_not_more_frequently,_to_evaluate_for_hypovolemia.
Provide_adequate_pain_control.
PITFALLS
Ketorolac_may_induce_or_worsen_existing_pancreatitis;_as_such,_opioid_medications_are_preferred.
Place_the_patient_on_continuous_pulse_oximetry_monitoring.
Hypoxemia_and_respiratory_failure_are_early_complications.
Identifying_the_etiology_of_pancreatitis_can_help_guide_treatment.
Biliary_obstruction/choledocholithiasis_should_be_treated_with_urgent_ERCP.
Gallstone_pancreatitis_should_be_treated_with_cholecystectomy,_preferably_during_the_same_hospitalization_stay_(no_increase_in_morbidity_or_mortality_if_performed_early).
PEARLS
Antibiotics_are_not_typically_indicated,_unless_there_is_concern_for_infected_pancreatic_necrosis.
Infection_should_be_confirmed_expeditiously_and_treatment_should_be_directed_at_the_causative_organism.
A_reasonable_initial_antibiotic_approach_would_include_one_of_the_following_(in_alphabetical_order)
Cefepime_2_g_intravenous_every_8_hours
Meropenem_1_g_intravenous_every_8_hours
Imipenem-cilastatin_500_mg_intravenous_every_6_hours
Piperacillin-tazobactam_3.375_g_intravenous_every_6_hours
Early_initiation_of_a_low-fat_diet_is_beneficial.
Provide_insulin_for_hypertriglyceridemia-induced_pancreatitis.
Provide_regular_insulin_0.1-0.3_units/kg/hour_continuous_intravenous_infusion_with_concomitant_dextrose-containing_fluids,_either_dextrose_5%_or_dextrose_10%,_to_avoid_hypoglycemia_and_to_maintain_serum_glucose_between_140_and_180_mg/dL_(7.77_to_9.99_mmol/L).
Stop_insulin_once_the_triglyceride_level_is_<500_mg/dL_(<5.65_mmol/L).",Physical_exam,Assess_for_tenderness_to_palpation_in_the_epigastric_region,This_correlates_anatomically_with_the_pancreas,Look_for_abnormal_vital_signs,Patients_may_be_febrile_if_infected_necrosis_is_present,Tachycardia_and_hypotension_can_be_present_on_exam_as_well_from_pain_or_progression_to_sepsis_or_septic_shock_from_complicated_pancreatitis,In_one_study,41%_of_admitted_patients_exhibited_at_least_2_systemic_inflammatory_response_syndrome_criteria_within_the_first_24_hours,PITFALLS,Do_not_rely_on_the_presence_of_Grey_Turner_(flank_discoloration_from_retroperitoneal_hemorrhage)_or_Cullen_sign_(discoloration_around_the_umbilicus)_as_these_are_very_late_signs_of_acute_pancreatitis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

78,Post-Bariatric_Surgery_Complications,"If_the_exam_is_concerning_for_peritonitis:
Resuscitate_with_IV_fluids_and_vasopressors_as_indicated.
Administer_broad-spectrum_IV_antibiotics_to_cover_enteric_flora._Suggested_regimens_include
Piperacillin-tazobactam_IV_4.5_g_q6h_(consider_dose_adjustment_for_renal_impairment)_or
